Team,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
Newcastle United,Sean Longstaff,eng ENG,MF,26.0,8.9,14,1.58,12,0,1,1,0,0,2,0.23,1,0,0,1,0,0
Newcastle United,Sven Botman,nl NED,DF,24.0,4.6,4,0.87,1,0,0,3,0,0,0,0.0,0,0,0,0,0,0
Newcastle United,Lloyd Kelly,eng ENG,DF,25.0,3.4,2,0.59,2,0,0,0,0,0,1,0.3,1,0,0,0,0,0
Newcastle United,Callum Wilson,eng ENG,FW,32.0,4.1,10,2.43,7,0,0,1,1,1,0,0.0,0,0,0,0,0,0
Newcastle United,Emil Krafth,se SWE,DF,29.0,3.8,3,0.79,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Newcastle United,Lewis Miley,eng ENG,MF,18.0,3.5,4,1.15,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Newcastle United,Miguel Almirón,py PAR,FW,30.0,1.8,8,4.59,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Newcastle United,William Osula,dk DEN,FW,20.0,1.5,4,2.69,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Newcastle United,Matt Targett,eng ENG,DF,28.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aston Villa,Emiliano Martínez,ar ARG,GK,31.0,35.5,6,0.17,5,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Aston Villa,Morgan Rogers,eng ENG,FW,22.0,34.8,105,3.04,80,0,13,7,5,0,16,0.46,14,0,1,0,1,0
Aston Villa,Youri Tielemans,be BEL,MF,27.0,33.7,122,3.63,79,31,3,6,2,1,12,0.36,9,3,0,0,0,0
Aston Villa,Ezri Konsa,eng ENG,DF,26.0,32.6,24,0.74,19,2,1,2,0,0,3,0.09,3,0,0,0,0,0
Aston Villa,Ollie Watkins,eng ENG,FW,28.0,29.1,53,1.84,36,0,4,7,6,0,12,0.42,8,0,1,1,2,0
Aston Villa,Lucas Digne,fr FRA,DF,31.0,26.3,66,2.53,42,18,1,4,0,1,5,0.19,5,0,0,0,0,0
Aston Villa,John McGinn,sct SCO,MF,29.0,24.9,76,3.08,56,9,1,4,5,1,8,0.32,6,2,0,0,0,0
Aston Villa,Matty Cash,pl POL,DF,26.0,23.1,25,1.09,22,1,1,0,0,1,4,0.17,3,0,0,0,0,1
Aston Villa,Pau Torres,es ESP,DF,27.0,22.5,14,0.62,11,0,0,3,0,0,2,0.09,1,0,0,1,0,0
Aston Villa,Boubacar Kamara,fr FRA,MF,24.0,19.3,27,1.41,20,1,1,2,1,2,2,0.1,2,0,0,0,0,0
Aston Villa,Amadou Onana,be BEL,MF,22.0,18.1,32,1.78,25,2,1,4,0,0,4,0.22,2,1,0,1,0,0
Aston Villa,Jacob Ramsey,eng ENG,FW,23.0,18.2,51,2.83,40,0,4,1,6,0,8,0.44,7,0,0,0,1,0
Aston Villa,Leon Bailey,jm JAM,FW,26.0,12.8,38,3.01,23,1,8,3,3,0,4,0.32,4,0,0,0,0,0
Aston Villa,Tyrone Mings,eng ENG,DF,31.0,12.5,18,1.45,15,0,0,1,1,1,2,0.16,1,0,0,1,0,0
Aston Villa,Ian Maatsen,nl NED,DF,22.0,12.7,52,4.11,38,3,5,5,0,1,7,0.55,6,0,1,0,0,0
Aston Villa,Marco Asensio,es ESP,MF,28.0,8.3,35,4.24,22,7,1,1,3,1,3,0.36,2,0,0,1,0,0
Aston Villa,Diego Carlos,br BRA,DF,31.0,9.2,4,0.43,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Aston Villa,Axel Disasi,fr FRA,DF,26.0,5.4,9,1.65,7,0,1,0,0,1,0,0.0,0,0,0,0,0,0
Aston Villa,Lamare Bogarde,nl NED,DF,20.0,5.3,10,1.89,8,1,0,0,0,1,1,0.19,1,0,0,0,0,0
Aston Villa,Andrés García,es ESP,DF,21.0,3.5,3,0.85,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aston Villa,Jáder Durán,co COL,FW,20.0,7.1,18,2.54,9,0,0,4,3,2,1,0.14,0,0,0,0,0,1
Aston Villa,Marcus Rashford,eng ENG,FW,26.0,5.0,27,5.49,14,5,3,2,3,0,3,0.61,2,0,0,1,0,0
Aston Villa,Ross Barkley,eng ENG,MF,30.0,6.5,18,2.78,15,1,2,0,0,0,3,0.46,3,0,0,0,0,0
Aston Villa,Jaden Philogene Bidace,eng ENG,FW,22.0,3.7,5,1.36,3,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Aston Villa,Donyell Malen,nl NED,FW,25.0,3.4,6,1.76,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Aston Villa,Robin Olsen,se SWE,GK,34.0,2.5,2,0.8,0,2,0,0,0,0,1,0.4,0,1,0,0,0,0
Aston Villa,Kosta Nedeljković,rs SRB,DF,18.0,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aston Villa,Emi Buendía,ar ARG,MF,27.0,1.1,3,2.76,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Nottingham Forest,Matz Sels,be BEL,GK,32.0,38.0,6,0.16,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Nottingham Forest,Nikola Milenković,rs SRB,DF,26.0,37.0,21,0.57,16,0,0,4,0,1,3,0.08,3,0,0,0,0,0
Nottingham Forest,Murillo,br BRA,DF,22.0,35.5,44,1.24,30,7,0,4,1,2,2,0.06,1,1,0,0,0,0
Nottingham Forest,Ola Aina,ng NGA,DF,27.0,33.4,62,1.86,49,5,3,1,3,1,4,0.12,3,0,0,0,0,1
Nottingham Forest,Chris Wood,nz NZL,FW,32.0,33.1,44,1.34,36,0,2,4,0,2,5,0.15,4,0,0,0,0,1
Nottingham Forest,Morgan Gibbs-White,eng ENG,MF,24.0,31.4,115,3.69,94,0,3,8,5,5,19,0.61,13,0,0,4,1,1
Nottingham Forest,Elliot Anderson,eng ENG,MF,21.0,30.5,87,2.87,43,20,7,8,4,5,10,0.33,4,3,0,1,1,1
Nottingham Forest,Anthony Elanga,se SWE,FW,22.0,28.0,102,3.67,56,23,5,7,11,0,18,0.65,10,4,1,0,3,0
Nottingham Forest,Neco Williams,wls WAL,DF,23.0,28.9,51,1.77,37,6,0,5,3,0,6,0.21,4,1,0,1,0,0
Nottingham Forest,Callum Hudson-Odoi,eng ENG,FW,23.0,24.6,94,3.86,74,3,10,3,4,0,11,0.45,7,0,2,0,2,0
Nottingham Forest,Nicolás Domínguez,ar ARG,MF,26.0,22.0,38,1.74,29,1,0,3,3,2,0,0.0,0,0,0,0,0,0
Nottingham Forest,Ryan Yates,eng ENG,MF,26.0,21.3,38,1.78,26,1,1,6,2,2,3,0.14,2,0,0,1,0,0
Nottingham Forest,Álex Moreno,es ESP,DF,31.0,10.7,16,1.51,15,1,0,0,0,0,2,0.19,2,0,0,0,0,0
Nottingham Forest,Ibrahim Sangaré,ci CIV,MF,26.0,6.6,8,1.22,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Nottingham Forest,Morato,br BRA,DF,23.0,10.1,3,0.3,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nottingham Forest,Jota Silva,pt POR,FW,24.0,9.5,29,3.06,22,0,1,3,3,0,3,0.32,2,0,0,0,1,0
Nottingham Forest,James Ward-Prowse,eng ENG,MF,29.0,4.5,10,2.25,6,4,0,0,0,0,2,0.45,1,1,0,0,0,0
Nottingham Forest,Danilo,br BRA,MF,23.0,3.1,7,2.31,7,0,0,0,0,0,2,0.66,2,0,0,0,0,0
Nottingham Forest,Taiwo Awoniyi,ng NGA,FW,26.0,4.6,9,1.95,5,0,1,2,1,0,1,0.22,0,0,0,1,0,0
Nottingham Forest,Ramón Sosa,py PAR,FW,24.0,3.3,14,4.23,11,0,2,1,0,0,0,0.0,0,0,0,0,0,0
Nottingham Forest,Willy Boly,ci CIV,DF,33.0,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nottingham Forest,Harry Toffolo,eng ENG,DF,28.0,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nottingham Forest,Eric da Silva Moreira,de GER,MF,18.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brighton and Hove Albion,Bart Verbruggen,nl NED,GK,21.0,36.0,5,0.14,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Brighton and Hove Albion,Jan Paul van Hecke,nl NED,DF,24.0,32.9,52,1.58,46,2,0,3,1,0,3,0.09,3,0,0,0,0,0
Brighton and Hove Albion,Carlos Baleba,cm CMR,MF,20.0,29.7,66,2.23,55,0,2,5,1,3,4,0.14,2,0,0,0,1,1
Brighton and Hove Albion,Kaoru Mitoma,jp JPN,FW,27.0,29.1,87,3.01,73,0,6,3,4,1,10,0.35,9,0,0,0,1,0
Brighton and Hove Albion,Pervis Estupiñán,ec ECU,DF,26.0,26.7,58,2.17,39,13,0,2,4,0,4,0.15,3,0,0,0,1,0
Brighton and Hove Albion,Danny Welbeck,eng ENG,FW,33.0,23.6,53,2.26,39,1,3,4,6,0,8,0.34,7,0,0,1,0,0
Brighton and Hove Albion,Lewis Dunk,eng ENG,DF,32.0,23.2,19,0.82,17,0,0,2,0,0,3,0.13,2,0,0,1,0,0
Brighton and Hove Albion,João Pedro,br BRA,FW,22.0,21.7,72,3.32,56,0,3,2,10,1,9,0.42,6,0,0,0,3,0
Brighton and Hove Albion,Yasin Ayari,se SWE,MF,20.0,22.0,61,2.79,36,13,3,3,4,2,6,0.27,4,2,0,0,0,0
Brighton and Hove Albion,Jack Hinshelwood,eng ENG,MF,19.0,20.6,35,1.71,28,4,0,2,1,0,3,0.15,3,0,0,0,0,0
Brighton and Hove Albion,Yankuba Minteh,gm GAM,FW,20.0,20.6,64,3.14,37,8,13,3,2,1,13,0.64,6,0,6,1,0,0
Brighton and Hove Albion,Joël Veltman,nl NED,DF,32.0,18.9,23,1.22,16,2,2,1,2,0,2,0.11,1,1,0,0,0,0
Brighton and Hove Albion,Georginio Rutter,fr FRA,MF,22.0,18.6,64,3.47,37,0,9,7,9,2,8,0.43,3,0,3,1,1,0
Brighton and Hove Albion,Simon Adingra,ci CIV,FW,22.0,12.3,47,3.86,33,0,6,8,0,0,7,0.57,5,0,1,1,0,0
Brighton and Hove Albion,Matt O'Riley,dk DEN,MF,23.0,10.5,40,3.84,23,11,1,2,1,2,5,0.48,4,0,0,0,1,0
Brighton and Hove Albion,Adam Webster,eng ENG,DF,29.0,9.9,14,1.42,10,2,0,2,0,0,4,0.41,2,1,0,1,0,0
Brighton and Hove Albion,Mats Wieffer,nl NED,DF,24.0,11.3,32,2.83,28,0,0,2,2,0,6,0.53,5,0,0,0,1,0
Brighton and Hove Albion,Igor,br BRA,DF,26.0,10.7,14,1.31,12,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Brighton and Hove Albion,Tariq Lamptey,gh GHA,DF,23.0,9.6,17,1.78,14,1,0,0,1,1,3,0.31,2,0,0,0,0,1
Brighton and Hove Albion,Brajan Gruda,de GER,MF,20.0,7.7,39,5.1,29,6,3,0,1,0,6,0.78,4,2,0,0,0,0
Brighton and Hove Albion,Ferdi Kadioglu,tr TUR,DF,24.0,4.3,13,3.03,11,0,0,0,1,1,2,0.47,2,0,0,0,0,0
Brighton and Hove Albion,Diego Gómez,py PAR,MF,21.0,5.8,19,3.32,14,3,0,1,1,0,4,0.7,2,1,0,0,1,0
Brighton and Hove Albion,James Milner,eng ENG,MF,38.0,1.9,8,4.24,5,2,0,0,1,0,0,0.0,0,0,0,0,0,0
Brighton and Hove Albion,Julio Enciso,py PAR,MF,20.0,3.3,12,3.69,5,1,3,1,2,0,0,0.0,0,0,0,0,0,0
Brighton and Hove Albion,Evan Ferguson,ie IRL,FW,19.0,2.8,4,1.47,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Brighton and Hove Albion,Jason Steele,eng ENG,GK,33.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brighton and Hove Albion,Solly March,eng ENG,FW,30.0,1.9,7,3.77,6,1,0,0,0,0,2,1.08,2,0,0,0,0,0
Brighton and Hove Albion,Billy Gilmour,sct SCO,MF,23.0,1.1,3,2.76,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brighton and Hove Albion,Eiran Cashin,ie IRL,DF,22.0,0.2,1,4.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brighton and Hove Albion,Jakub Moder,pl POL,MF,25.0,0.1,4,32.73,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brighton and Hove Albion,Jeremy Sarmiento,ec ECU,MF,22.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brighton and Hove Albion,Harry Howell,eng ENG,FW,15.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bournemouth,Milos Kerkez,hu HUN,DF,20.0,37.1,83,2.24,67,4,2,2,5,3,9,0.24,7,0,1,0,0,1
Bournemouth,Antoine Semenyo,gh GHA,FW,24.0,35.7,132,3.71,85,4,21,15,5,2,13,0.37,7,1,2,1,2,0
Bournemouth,Illia Zabarnyi,ua UKR,DF,21.0,34.6,29,0.84,26,1,0,0,0,2,1,0.03,1,0,0,0,0,0
Bournemouth,Lewis Cook,eng ENG,MF,27.0,33.1,89,2.69,69,18,0,2,0,0,5,0.15,2,1,0,2,0,0
Bournemouth,Kepa Arrizabalaga,es ESP,GK,29.0,31.0,4,0.13,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Bournemouth,Justin Kluivert,nl NED,MF,25.0,26.2,101,3.88,73,8,7,7,5,1,12,0.46,11,0,0,0,1,0
Bournemouth,Evanilson,br BRA,FW,24.0,26.0,61,2.37,39,0,3,10,9,0,8,0.31,2,0,1,1,4,0
Bournemouth,Ryan Christie,sct SCO,MF,29.0,23.7,85,3.62,72,7,0,3,2,1,9,0.38,8,1,0,0,0,0
Bournemouth,Dean Huijsen,es ESP,DF,19.0,27.0,43,1.59,40,1,0,1,1,0,3,0.11,3,0,0,0,0,0
Bournemouth,Dango Ouattara,bf BFA,FW,22.0,22.4,72,3.23,57,0,3,10,1,1,6,0.27,4,0,1,1,0,0
Bournemouth,Tyler Adams,us USA,MF,25.0,21.9,41,1.88,35,0,0,1,1,4,4,0.18,3,0,0,0,0,1
Bournemouth,Marcus Tavernier,eng ENG,FW,25.0,21.6,98,4.55,68,12,3,10,5,0,11,0.51,5,3,0,2,1,0
Bournemouth,Adam Smith,eng ENG,DF,33.0,17.8,23,1.3,17,1,1,0,3,1,2,0.11,1,0,0,0,1,0
Bournemouth,Marcos Senesi,ar ARG,DF,27.0,12.3,16,1.3,16,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Bournemouth,David Brooks,wls WAL,FW,27.0,10.8,46,4.31,36,6,2,2,0,0,2,0.19,1,0,0,1,0,0
Bournemouth,Alex Scott,eng ENG,MF,20.0,8.5,29,3.45,19,2,0,2,3,3,2,0.24,2,0,0,0,0,0
Bournemouth,Julian Araujo,mx MEX,DF,22.0,5.6,5,0.91,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bournemouth,James Hill,eng ENG,DF,22.0,5.0,8,1.61,5,2,0,0,0,1,1,0.2,1,0,0,0,0,0
Bournemouth,Mark Travers,ie IRL,GK,25.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bournemouth,Enes Ünal,tr TUR,FW,27.0,3.9,9,2.35,6,0,0,2,1,0,3,0.78,2,0,0,0,1,0
Bournemouth,Neto,br BRA,GK,35.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bournemouth,Luis Sinisterra,co COL,FW,25.0,2.6,14,5.29,11,0,1,2,0,0,1,0.38,1,0,0,0,0,0
Bournemouth,Philip Billing,dk DEN,MF,28.0,2.1,16,7.83,13,0,0,1,0,2,0,0.0,0,0,0,0,0,0
Bournemouth,Max Aarons,eng ENG,DF,24.0,1.0,2,2.09,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bournemouth,Daniel Jebbison,eng ENG,FW,20.0,1.3,6,4.54,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Bournemouth,Ben Winterburn,eng ENG,MF,19.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bournemouth,Julio Soler,ar ARG,DF,19.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bournemouth,Remy Rees-Dottin,eng ENG,FW,18.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bournemouth,Zain Silcott-Duberry,ms MSR,FW,19.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brentford,Nathan Collins,ie IRL,DF,23.0,38.0,30,0.79,22,2,1,3,2,0,8,0.21,4,1,0,1,2,0
Brentford,Bryan Mbeumo,cm CMR,FW,24.0,38.0,144,3.8,98,23,11,8,4,0,20,0.53,11,3,2,3,1,0
Brentford,Mark Flekken,nl NED,GK,31.0,36.4,10,0.27,6,4,0,0,0,0,2,0.05,0,2,0,0,0,0
Brentford,Keane Lewis-Potter,eng ENG,DF,23.0,34.5,71,2.07,56,0,5,3,6,1,8,0.23,6,0,0,0,2,0
Brentford,Mikkel Damsgaard,dk DEN,MF,24.0,32.6,120,3.71,92,14,6,2,1,5,21,0.65,15,3,1,0,1,1
Brentford,Yoane Wissa,cd COD,FW,27.0,32.6,69,2.13,40,1,4,13,10,1,10,0.31,8,0,0,1,1,0
Brentford,Christian Nørgaard,dk DEN,MF,30.0,31.4,58,1.85,48,0,0,7,2,1,13,0.42,11,0,0,1,1,0
Brentford,Sepp van den Berg,nl NED,DF,22.0,28.8,22,0.77,19,0,0,2,1,0,2,0.07,1,0,0,0,1,0
Brentford,Vitaly Janelt,de GER,MF,26.0,25.2,32,1.28,31,1,0,0,0,0,3,0.12,3,0,0,0,0,0
Brentford,Kevin Schade,de GER,FW,22.0,25.7,57,2.24,35,6,6,4,5,1,9,0.35,5,0,1,3,0,0
Brentford,Ethan Pinnock,jm JAM,DF,31.0,21.3,21,0.99,13,5,0,2,1,0,0,0.0,0,0,0,0,0,0
Brentford,Kristoffer Ajer,no NOR,DF,26.0,16.1,18,1.13,15,0,1,2,0,0,2,0.13,2,0,0,0,0,0
Brentford,Yehor Yarmoliuk,ua UKR,MF,20.0,16.2,26,1.62,21,0,2,1,1,1,2,0.12,2,0,0,0,0,0
Brentford,Mads Roerslev,dk DEN,DF,25.0,12.3,21,1.72,18,0,1,1,1,0,2,0.16,2,0,0,0,0,0
Brentford,Mathias Jensen,dk DEN,MF,28.0,9.6,41,4.28,29,11,1,0,0,0,5,0.52,2,2,1,0,0,0
Brentford,Michael Kayode,it ITA,DF,20.0,5.9,19,3.24,9,7,1,1,1,0,3,0.51,3,0,0,0,0,0
Brentford,Fabio Carvalho,pt POR,FW,21.0,5.1,10,1.97,7,0,1,2,0,0,1,0.2,1,0,0,0,0,0
Brentford,Ben Mee,eng ENG,DF,34.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brentford,Thiago,br BRA,FW,23.0,2.0,3,1.55,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Brentford,Hákon Rafn Valdimarsson,is ISL,GK,22.0,1.6,2,1.24,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brentford,Edmond-Paris Maghoma,eng ENG,MF,23.0,1.3,4,3.03,4,0,0,0,0,0,1,0.76,1,0,0,0,0,0
Brentford,Rico Henry,eng ENG,DF,27.0,1.1,2,1.84,2,0,0,0,0,0,1,0.92,1,0,0,0,0,0
Brentford,Yunus Emre Konak,tr TUR,FW,18.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brentford,Kim Jisoo,kr KOR,DF,19.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brentford,Frank Onyeka,ng NGA,MF,26.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brentford,Gustavo Nunes,br BRA,FW,18.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brentford,Jayden Meghoma,eng ENG,DF,18.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brentford,Ryan Trevitt,eng ENG,MF,21.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Fulham,Bernd Leno,de GER,GK,32.0,38.0,6,0.16,6,0,0,0,0,0,2,0.05,2,0,0,0,0,0
Fulham,Antonee Robinson,us USA,DF,26.0,35.2,80,2.27,74,1,2,2,0,1,11,0.31,11,0,0,0,0,0
Fulham,Alex Iwobi,ng NGA,FW,28.0,33.3,122,3.68,106,0,8,6,2,0,16,0.48,13,0,2,1,0,0
Fulham,Calvin Bassey,ng NGA,DF,24.0,34.2,23,0.67,19,1,2,0,0,1,3,0.09,2,0,0,0,0,1
Fulham,Raúl Jiménez,mx MEX,FW,33.0,27.9,66,2.38,48,1,2,9,5,1,7,0.25,4,0,0,1,1,1
Fulham,Joachim Andersen,dk DEN,DF,28.0,28.7,35,1.23,27,1,0,7,0,0,2,0.07,1,1,0,0,0,0
Fulham,Saša Lukić,rs SRB,MF,27.0,26.2,55,2.11,36,12,0,5,1,1,4,0.15,3,0,0,1,0,0
Fulham,Sander Berge,no NOR,MF,26.0,24.8,48,1.94,43,1,1,1,0,2,2,0.08,2,0,0,0,0,0
Fulham,Emile Smith Rowe,eng ENG,MF,24.0,23.0,73,3.22,57,0,3,8,2,3,12,0.53,10,0,1,0,0,1
Fulham,Andreas Pereira,br BRA,MF,28.0,22.6,104,4.65,54,41,0,4,4,1,8,0.36,4,2,0,0,2,0
Fulham,Kenny Tete,nl NED,DF,28.0,19.8,36,1.83,28,0,2,3,2,1,4,0.2,4,0,0,0,0,0
Fulham,Adama Traoré,es ESP,FW,28.0,19.8,82,4.16,66,0,9,4,1,2,10,0.51,9,0,1,0,0,0
Fulham,Timothy Castagne,be BEL,DF,28.0,18.3,25,1.36,21,0,1,2,1,0,3,0.16,2,0,0,1,0,0
Fulham,Issa Diop,fr FRA,DF,27.0,14.9,6,0.4,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Fulham,Harry Wilson,wls WAL,FW,27.0,13.0,44,3.41,30,6,0,5,2,1,3,0.23,2,0,0,0,1,0
Fulham,Rodrigo Muniz,br BRA,FW,23.0,10.8,17,1.59,10,0,2,2,2,1,2,0.19,1,0,1,0,0,0
Fulham,Ryan Sessegnon,eng ENG,"FW,DF",24.0,6.5,24,3.72,20,0,1,2,1,0,4,0.62,4,0,0,0,0,0
Fulham,Reiss Nelson,eng ENG,FW,24.0,5.5,31,5.73,21,2,3,4,0,1,1,0.18,1,0,0,0,0,0
Fulham,Jorge Cuenca,es ESP,DF,24.0,3.9,1,0.26,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Fulham,Tom Cairney,sct SCO,MF,33.0,7.0,33,4.71,28,2,0,2,1,0,3,0.43,3,0,0,0,0,0
Fulham,Willian,br BRA,FW,35.0,2.9,17,5.93,11,4,0,2,0,0,0,0.0,0,0,0,0,0,0
Fulham,Joshua King,eng ENG,MF,17.0,1.5,8,5.54,6,0,1,1,0,0,2,1.38,2,0,0,0,0,0
Fulham,Harrison Reed,eng ENG,MF,29.0,1.2,1,0.89,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Fulham,Martial Godo,eng ENG,"FW,DF",21.0,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Fulham,Carlos Vinícius,br BRA,MF,29.0,0.2,2,11.25,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Fulham,Jay Stansfield,eng ENG,MF,21.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Crystal Palace,Dean Henderson,eng ENG,GK,27.0,38.0,4,0.11,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Crystal Palace,Daniel Muñoz,co COL,DF,28.0,35.9,85,2.37,69,2,2,6,1,5,11,0.31,9,0,1,1,0,0
Crystal Palace,Tyrick Mitchell,eng ENG,DF,24.0,34.5,72,2.1,65,1,0,3,2,1,7,0.2,6,0,0,0,1,0
Crystal Palace,Maxence Lacroix,fr FRA,DF,24.0,34.7,29,0.84,24,1,0,4,0,0,4,0.12,2,1,0,1,0,0
Crystal Palace,Marc Guéhi,eng ENG,DF,24.0,34.0,44,1.29,36,0,0,4,2,2,5,0.15,4,0,0,0,0,1
Crystal Palace,Jean-Philippe Mateta,fr FRA,FW,27.0,29.6,65,2.21,44,0,5,11,5,0,10,0.34,5,0,3,2,0,0
Crystal Palace,Eberechi Eze,eng ENG,MF,26.0,28.9,135,4.69,72,29,11,13,9,1,10,0.35,9,1,0,0,0,0
Crystal Palace,Ismaila Sarr,sn SEN,MF,26.0,30.3,110,3.65,81,0,6,9,14,0,12,0.4,9,0,1,0,2,0
Crystal Palace,Jefferson Lerma,co COL,MF,29.0,25.3,46,1.82,37,5,0,3,0,1,3,0.12,3,0,0,0,0,0
Crystal Palace,Will Hughes,eng ENG,MF,29.0,23.6,67,2.86,42,17,1,2,5,0,6,0.26,2,3,0,1,0,0
Crystal Palace,Chris Richards,us USA,DF,24.0,21.4,9,0.42,5,0,0,2,1,1,2,0.09,0,0,0,2,0,0
Crystal Palace,Adam Wharton,eng ENG,MF,20.0,14.8,59,4.03,45,11,0,2,0,1,6,0.41,4,2,0,0,0,0
Crystal Palace,Daichi Kamada,jp JPN,MF,27.0,17.5,52,2.99,37,6,1,3,2,3,3,0.17,2,1,0,0,0,0
Crystal Palace,Trevoh Chalobah,eng ENG,DF,25.0,11.8,11,0.93,10,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Crystal Palace,Eddie Nketiah,eng ENG,FW,25.0,11.6,31,2.69,20,0,3,3,5,0,3,0.26,2,0,0,0,1,0
Crystal Palace,Nathaniel Clyne,eng ENG,DF,33.0,5.4,3,0.56,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Crystal Palace,Justin Devenny,nir NIR,MF,20.0,5.7,15,2.66,12,2,0,1,0,0,1,0.18,1,0,0,0,0,0
Crystal Palace,Cheick Doucouré,ml MLI,MF,24.0,5.0,9,1.79,5,0,0,2,1,1,3,0.6,1,0,0,1,1,0
Crystal Palace,Ben Chilwell,eng ENG,DF,27.0,2.9,8,2.77,6,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Crystal Palace,Romain Esse,eng ENG,MF,19.0,1.5,8,5.18,6,0,1,0,1,0,3,1.94,1,0,1,0,1,0
Crystal Palace,Odsonne Édouard,fr FRA,MF,26.0,1.3,1,0.78,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Crystal Palace,Joachim Andersen,dk DEN,DF,28.0,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Crystal Palace,Chadi Riad,ma MAR,DF,21.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Crystal Palace,Joel Ward,eng ENG,DF,34.0,0.8,1,1.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Crystal Palace,Jeffrey Schlupp,gh GHA,MF,31.0,1.1,7,6.06,5,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Crystal Palace,Matheus França,br BRA,MF,20.0,0.6,3,4.91,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
