Team,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Lens,Florian Sotoca,fr FRA,FW,33.0,20.1,2,1,0,15,20,6,75,14,13,0,0,0,79,43,26,62.3
Lens,Deiver Machado,co COL,DF,30.0,20.1,7,2,1,28,30,5,51,16,26,0,0,0,89,16,16,50.0
Lens,Neil El Aynaoui,fr FRA,MF,23.0,17.7,4,0,0,34,32,0,65,30,21,0,0,0,90,24,15,61.5
Lens,M'Bala Nzola,ao ANG,FW,27.0,16.3,3,1,0,30,13,24,1,5,4,0,0,0,36,38,36,51.4
Lens,Anass Zaroury,ma MAR,FW,23.0,15.7,3,1,1,13,24,2,125,6,17,1,0,0,59,2,5,28.6
Lens,Przemysław Frankowski,pl POL,DF,29.0,15.4,3,0,0,18,7,1,78,19,21,0,0,0,61,8,6,57.1
Lens,Malang Sarr,fr FRA,DF,25.0,15.4,0,0,0,13,10,1,1,22,13,0,3,0,69,18,5,78.3
Lens,Brice Samba,fr FRA,GK,30.0,15.0,1,0,0,0,2,0,0,1,0,0,0,0,22,0,0,
Lens,Mathew Ryan,au AUS,GK,32.0,14.0,0,0,0,0,1,0,0,1,0,0,0,0,11,4,0,100.0
Lens,Ruben Aguilar,fr FRA,DF,31.0,12.6,4,0,0,14,15,5,47,13,18,0,0,0,79,10,16,38.5
Lens,Kevin Danso,at AUT,DF,25.0,12.0,3,0,0,27,11,1,0,20,7,0,1,0,59,41,21,66.1
Lens,Goduine Koyalipou,cf CTA,FW,24.0,10.0,0,0,0,7,6,6,2,1,2,0,0,0,15,16,24,40.0
Lens,Angelo Fulgini,fr FRA,MF,27.0,11.7,3,0,0,16,26,2,44,2,10,0,0,0,52,9,15,37.5
Lens,Abdukodir Khusanov,uz UZB,DF,20.0,10.8,2,1,0,13,3,0,5,26,11,0,1,0,50,27,12,69.2
Lens,Wesley Saïd,fr FRA,FW,29.0,10.2,4,0,0,22,4,7,8,2,11,0,0,0,17,10,16,38.5
Lens,Juma Bah,sl SLE,DF,18.0,7.6,2,0,0,7,1,0,0,17,10,0,0,0,37,23,6,79.3
Lens,Jhoanner Chávez,ec ECU,DF,22.0,6.7,1,0,0,10,8,2,30,6,5,0,1,0,25,7,5,58.3
Lens,Nampalys Mendy,sn SEN,MF,32.0,6.6,2,0,0,11,12,0,2,9,8,0,0,0,30,1,1,50.0
Lens,Rémy Labeau Lascary,gp GLP,FW,21.0,7.1,5,0,0,23,9,10,19,1,10,0,0,0,21,6,7,46.2
Lens,Hervé Koffi,bf BFA,GK,27.0,5.0,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0,100.0
Lens,David Costa,pt POR,MF,23.0,3.9,0,1,0,3,4,0,15,1,0,1,0,0,10,0,2,0.0
Lens,Tom Pouilly,fr FRA,DF,21.0,3.1,1,0,0,3,2,0,11,4,6,0,0,0,16,0,4,0.0
Lens,Kyllian Antonio,fr FRA,DF,16.0,1.6,0,0,0,2,3,0,2,3,2,0,0,0,5,2,2,50.0
Lens,Hamzat Ojediran,ng NGA,MF,20.0,4.6,5,0,0,17,3,1,2,10,15,0,0,0,26,9,15,37.5
Lens,Jeremy Agbonifo,se SWE,FW,18.0,3.3,1,0,0,14,5,2,7,1,6,0,0,0,9,1,9,10.0
Lens,Martin Satriano,uy URU,"FW,DF",23.0,1.0,0,0,0,4,1,0,1,0,1,0,0,0,6,5,5,50.0
Lens,Rayan Fofana,fr FRA,FW,18.0,0.3,0,0,0,1,1,0,0,0,2,0,0,0,2,0,1,0.0
Lens,Gabin Capuano,fr FRA,FW,18.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Lens,Kembo Diliwidi,fr FRA,DF,18.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
Brest,Marco Bizot,nl NED,GK,33.0,32.0,4,0,0,1,5,0,0,0,1,0,0,0,34,5,0,100.0
Brest,Mahdi Camara,fr FRA,MF,26.0,29.7,5,0,0,41,46,3,46,33,40,1,0,0,98,17,31,35.4
Brest,Kenny Lala,mg MAD,DF,32.0,29.8,5,0,0,18,14,1,126,25,42,0,1,0,154,8,13,38.1
Brest,Ludovic Ajorque,fr FRA,FW,30.0,27.9,5,0,0,61,26,11,7,6,19,2,0,0,62,133,121,52.4
Brest,Brendan Chardonnet,fr FRA,DF,29.0,26.9,6,0,0,36,20,0,3,29,33,0,0,1,91,58,38,60.4
Brest,Hugo Magnetti,fr FRA,MF,26.0,26.0,5,0,0,29,22,0,18,18,32,0,0,0,111,10,10,50.0
Brest,Massadio Haïdara,ml MLI,DF,31.0,18.7,3,2,1,20,45,0,49,26,16,1,0,0,54,25,12,67.6
Brest,Abdoulaye Niakhate Ndiaye,sn SEN,DF,22.0,19.0,4,1,0,20,18,0,2,11,33,0,2,0,72,46,35,56.8
Brest,Mathias Pereira Lage,pt POR,FW,27.0,17.6,4,0,0,30,28,2,99,20,24,0,1,0,77,35,41,46.1
Brest,Pierre Lees-Melou,fr FRA,MF,31.0,17.0,7,0,0,32,30,0,22,12,33,0,0,0,125,4,7,36.4
Brest,Julien Le Cardinal,fr FRA,DF,26.0,15.3,3,0,0,12,12,0,6,33,15,0,1,1,48,29,18,61.7
Brest,Romain Del Castillo,fr FRA,FW,28.0,14.1,0,0,0,11,17,0,103,6,22,0,0,0,73,8,12,40.0
Brest,Abdallah Sima,sn SEN,FW,23.0,13.9,2,0,0,16,25,4,16,1,11,0,0,0,61,41,44,48.2
Brest,Kamory Doumbia,ml MLI,MF,21.0,14.8,1,0,0,17,22,1,48,28,29,0,0,0,87,10,22,31.3
Brest,Mama Samba Baldé,gw GNB,FW,28.0,12.9,4,0,0,19,22,14,10,6,9,0,0,0,37,35,49,41.7
Brest,Edimilson Fernandes,ch SUI,MF,28.0,12.3,1,0,0,7,6,0,7,20,7,0,1,0,69,15,12,55.6
Brest,Romain Faivre,fr FRA,MF,26.0,10.1,2,0,0,6,23,1,26,4,10,0,0,0,42,7,10,41.2
Brest,Jordan Amavi,fr FRA,DF,30.0,8.8,2,0,0,15,6,0,15,7,17,0,2,0,35,15,6,71.4
Brest,Luc Zogbé,ci CIV,DF,19.0,7.1,2,0,0,9,11,1,14,14,18,0,0,0,51,12,4,75.0
Brest,Jonas Martin,fr FRA,MF,34.0,5.6,2,0,0,7,10,0,3,8,7,0,1,0,30,6,9,40.0
Brest,Soumaïla Coulibaly,fr FRA,DF,20.0,4.9,1,0,0,12,1,0,0,5,2,1,0,0,19,8,6,57.1
Brest,Ibrahim Salah,ma MAR,FW,22.0,4.0,0,0,0,6,3,2,15,2,2,0,0,0,20,1,3,25.0
Brest,Grégoire Coudert,fr FRA,GK,25.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Brest,Justin Bourgault,fr FRA,DF,18.0,1.4,0,0,0,1,1,0,4,0,1,0,0,0,11,1,2,33.3
Brest,Jérémy Le Douaron,fr FRA,FW,26.0,1.1,0,0,0,2,0,2,0,0,0,0,0,0,2,3,2,60.0
Brest,Bradley Locko,fr FRA,DF,22.0,1.1,1,0,0,1,0,0,1,1,2,0,1,0,2,1,0,100.0
Brest,Hamidou Makalou,ml MLI,FW,18.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Brest,Axel Camblan,fr FRA,MF,20.0,0.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0
Brest,Hianga Mananga Mbock,fr FRA,MF,24.0,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0
Brest,Sérigné Diop,sn SEN,FW,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Toulouse,Cristian Cásseres Jr.,ve VEN,MF,24.0,30.1,11,0,0,53,46,1,80,42,61,0,0,0,172,24,17,58.5
Toulouse,Aron Dønnum,no NOR,DF,26.0,30.0,6,0,0,38,55,0,117,28,35,0,0,0,171,12,17,41.4
Toulouse,Charlie Cresswell,eng ENG,DF,21.0,28.8,5,0,0,28,15,3,4,28,23,0,0,1,103,98,44,69.0
Toulouse,Guillaume Restes,fr FRA,GK,19.0,28.3,2,0,0,1,2,0,0,1,1,0,1,0,50,0,1,0.0
Toulouse,Mark McKenzie,us USA,DF,25.0,27.7,1,1,0,30,12,1,1,22,31,0,1,0,128,44,34,56.4
Toulouse,Vincent Sierro,ch SUI,MF,28.0,26.8,4,0,0,34,31,1,64,16,27,0,0,0,125,31,35,47.0
Toulouse,Yann Gboho,fr FRA,MF,23.0,26.1,2,0,0,16,61,2,26,6,18,1,0,0,107,5,27,15.6
Toulouse,Djibril Sidibé,fr FRA,DF,32.0,23.4,1,0,0,20,19,2,45,20,36,0,0,0,99,17,10,63.0
Toulouse,Gabriel Suazo,cl CHI,DF,26.0,24.1,0,0,0,32,29,2,78,36,39,0,0,1,125,13,19,40.6
Toulouse,Zakaria Aboukhlal,ma MAR,MF,24.0,21.3,4,0,0,35,25,13,33,6,13,2,0,0,61,22,38,36.7
Toulouse,Joshua King,no NOR,FW,32.0,18.8,2,0,0,35,27,7,9,6,11,1,0,0,60,35,51,40.7
Toulouse,Frank Magri,cm CMR,FW,24.0,17.0,5,1,0,26,28,4,4,4,2,0,0,0,21,40,82,32.8
Toulouse,Jaydee Canvot,fr FRA,DF,18.0,12.3,2,0,0,18,3,0,6,11,11,0,0,0,50,16,13,55.2
Toulouse,Shavy Babicka,ga GAB,MF,24.0,13.3,2,0,0,16,21,7,39,3,12,0,0,0,54,7,17,29.2
Toulouse,Waren Kamanzi,no NOR,DF,23.0,11.4,3,0,0,16,13,2,16,9,13,0,0,0,56,7,1,87.5
Toulouse,Rasmus Nicolaisen,dk DEN,DF,27.0,6.9,0,0,0,4,8,0,0,10,3,0,0,1,29,21,9,70.0
Toulouse,Ümit Akdag,ro ROU,DF,20.0,5.6,2,0,0,8,1,0,3,11,4,0,0,0,24,18,7,72.0
Toulouse,Kjetil Haug,no NOR,GK,26.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
Toulouse,Rafik Messali,fr FRA,DF,21.0,5.1,0,0,0,9,8,1,16,10,8,0,0,0,28,6,4,60.0
Toulouse,Denis Genreau,au AUS,MF,25.0,2.5,0,0,0,7,5,0,9,3,5,0,0,0,11,0,3,0.0
Toulouse,Niklas Schmidt,de GER,MF,26.0,2.3,0,0,0,5,1,0,16,1,4,0,0,0,24,1,1,50.0
Toulouse,Miha Zajc,si SVN,MF,30.0,2.9,2,0,0,5,2,0,7,3,4,0,0,0,14,3,8,27.3
Toulouse,Noah Edjouma,fr FRA,MF,18.0,1.9,0,1,0,4,3,0,6,2,2,0,0,0,8,2,3,40.0
Toulouse,Logan Costa,cv CPV,DF,23.0,1.0,0,0,0,0,0,0,1,2,1,0,0,0,4,4,2,66.7
Toulouse,Álex Domínguez,es ESP,GK,26.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Toulouse,Edhy Zuliani,fr FRA,DF,19.0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Toulouse,Naatan Skyttä,fi FIN,FW,22.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Auxerre,Donovan Léon,gf GUF,GK,31.0,32.0,4,0,0,1,4,0,0,0,0,0,1,0,33,7,1,87.5
Auxerre,Gaëtan Perrin,fr FRA,MF,28.0,30.1,2,0,0,24,20,9,162,12,26,0,0,0,124,3,13,18.8
Auxerre,Jubal,br BRA,DF,30.0,29.4,7,0,0,27,21,1,0,25,39,1,2,1,90,72,32,69.2
Auxerre,Clément Akpa,ci CIV,DF,22.0,27.7,7,0,0,15,35,0,25,42,34,0,1,0,116,38,31,55.1
Auxerre,Elisha Owusu,gh GHA,MF,26.0,26.2,7,0,0,49,21,0,8,42,41,0,1,1,154,16,26,38.1
Auxerre,Gideon Mensah,gh GHA,DF,26.0,25.4,2,0,0,33,26,1,76,50,45,0,1,0,172,16,19,45.7
Auxerre,Ki-Jana Hoever,nl NED,DF,22.0,23.8,4,1,1,22,12,0,78,21,38,0,0,0,91,24,19,55.8
Auxerre,Hamed Junior Traorè,ci CIV,MF,24.0,23.4,5,0,0,30,40,7,42,8,20,1,0,0,100,12,20,37.5
Auxerre,Lassine Sinayoko,ml MLI,FW,24.0,25.7,5,0,0,36,33,13,25,13,20,2,0,0,76,27,64,29.7
Auxerre,Sinaly Diomande,ci CIV,DF,23.0,21.6,6,0,0,24,19,0,1,30,19,0,1,1,86,28,22,56.0
Auxerre,Gabriel Osho,ng NGA,DF,25.0,18.4,1,1,0,11,10,0,3,12,15,0,0,0,52,19,9,67.9
Auxerre,Kévin Danois,fr FRA,MF,20.0,16.3,1,0,0,22,18,2,14,20,30,0,0,0,102,14,18,43.8
Auxerre,Han-Noah Massengo,fr FRA,MF,23.0,11.7,5,0,0,17,21,0,9,17,11,0,0,0,57,7,11,38.9
Auxerre,Theo Bair,ca CAN,FW,24.0,10.5,1,0,0,20,5,8,7,3,3,0,0,0,15,55,46,54.5
Auxerre,Paul Joly,fr FRA,DF,24.0,11.3,3,1,0,10,27,0,55,25,32,0,1,0,56,13,8,61.9
Auxerre,Ado Onaiwu,jp JPN,MF,28.0,10.7,1,1,0,9,12,3,7,3,7,0,0,0,45,37,26,58.7
Auxerre,Rayan Raveloson,mg MAD,MF,27.0,8.1,3,0,0,9,12,0,8,5,5,0,0,0,44,8,9,47.1
Auxerre,Assane Dioussé,sn SEN,MF,26.0,7.4,1,0,0,18,11,0,1,12,7,0,0,0,41,1,3,25.0
Auxerre,Florian Ayé,fr FRA,FW,27.0,6.4,0,0,0,10,6,3,2,7,2,0,0,0,14,13,37,26.0
Auxerre,Fredrik Oppegard,no NOR,DF,21.0,3.1,0,0,0,3,4,1,6,2,4,0,0,0,14,2,5,28.6
Auxerre,Théo De Percin,mq MTQ,GK,23.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Auxerre,Rudy Matondo,fr FRA,MF,16.0,0.7,1,0,0,4,3,0,0,0,1,0,0,0,2,0,0,
Auxerre,Lasso Coulibaly,ci CIV,FW,21.0,0.5,0,0,0,0,1,0,2,0,1,0,0,0,1,0,2,0.0
Auxerre,Théo Pellenard,fr FRA,DF,30.0,0.5,0,0,0,4,1,0,2,0,2,0,0,0,0,0,0,
Auxerre,Aristide Zossou,ci CIV,MF,19.0,0.2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,
Auxerre,Eros Maddy,nl NED,DF,23.0,0.2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
Auxerre,Loïc N'Gatta,fr FRA,DF,20.0,0.1,1,0,0,1,0,0,1,0,1,0,0,0,4,0,0,
Auxerre,Yoann Cissé,fr FRA,MF,19.0,0.1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,
Auxerre,Ben Viadere,fr FRA,MF,18.0,0.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0
Rennes,Adrien Truffert,fr FRA,DF,22.0,30.6,3,0,0,25,34,4,145,27,36,0,0,0,139,27,27,50.0
Rennes,Arnaud Kalimuendo,fr FRA,FW,22.0,28.8,2,0,0,29,40,12,13,4,12,1,0,0,63,22,59,27.2
Rennes,Lorenz Assignon,tg TOG,DF,24.0,26.3,9,0,0,52,28,5,70,25,27,0,1,0,110,38,22,63.3
Rennes,Ludovic Blas,fr FRA,MF,26.0,25.6,6,0,0,31,54,1,124,13,25,1,0,0,88,11,37,22.9
Rennes,Azor Matusiwa,nl NED,MF,26.0,23.2,3,0,0,29,32,0,1,34,39,0,1,0,134,28,18,60.9
Rennes,Hans Hateboer,nl NED,DF,30.0,18.8,3,0,0,20,10,2,33,29,16,0,0,0,62,42,24,63.6
Rennes,Brice Samba,fr FRA,GK,30.0,17.0,3,0,0,0,1,0,0,0,1,0,0,0,25,5,0,100.0
Rennes,Steve Mandanda,fr FRA,GK,39.0,16.5,0,0,0,0,1,0,0,0,0,0,0,0,26,1,0,100.0
Rennes,Christopher Wooh,cm CMR,DF,22.0,16.2,6,1,0,33,8,0,0,23,19,0,1,1,53,42,18,70.0
Rennes,Lilian Brassier,fr FRA,DF,24.0,13.7,1,0,0,9,12,0,9,22,12,0,1,0,59,30,8,78.9
Rennes,Leo Skiri Østigård,no NOR,DF,24.0,13.7,4,0,0,18,5,0,0,15,18,0,0,0,51,47,20,70.1
Rennes,Jordan James,wls WAL,MF,20.0,13.2,4,0,0,26,15,1,34,14,19,0,0,0,54,10,7,58.8
Rennes,Djaoui Cissé,fr FRA,MF,20.0,12.6,4,0,0,25,14,0,3,13,18,0,0,0,78,4,13,23.5
Rennes,Amine Gouiri,dz ALG,MF,24.0,11.6,2,0,0,18,12,4,12,2,6,0,0,0,40,8,15,34.8
Rennes,Anthony Rouault,fr FRA,DF,23.0,10.8,3,0,0,7,1,1,0,8,8,0,0,0,48,28,15,65.1
Rennes,Jérémy Jacquet,fr FRA,DF,19.0,10.3,0,0,0,13,6,0,3,27,17,0,0,0,41,19,10,65.5
Rennes,Alidu Seidu,gh GHA,DF,24.0,9.0,4,0,0,10,28,1,4,14,18,0,0,0,67,9,11,45.0
Rennes,Seko Fofana,ci CIV,MF,29.0,9.4,3,0,0,9,7,2,5,7,7,0,0,0,42,7,3,70.0
Rennes,Albert Grønbaek,dk DEN,MF,23.0,9.1,1,0,0,10,10,0,28,4,11,0,0,0,24,4,11,26.7
Rennes,Glen Kamara,fi FIN,MF,28.0,7.4,0,0,0,7,4,0,0,7,11,0,0,0,42,2,6,25.0
Rennes,Mikayil Ngor Faye,sn SEN,DF,20.0,7.7,1,1,0,10,6,0,1,12,12,0,1,0,41,14,9,60.9
Rennes,Musa Al-Taamari,jo JOR,FW,27.0,6.4,1,0,0,4,11,4,6,2,1,1,0,0,17,2,9,18.2
Rennes,Mohamed Meité,fr FRA,FW,16.0,6.1,0,0,0,14,8,4,2,0,0,0,0,0,5,15,11,57.7
Rennes,Baptiste Santamaria,fr FRA,MF,29.0,5.4,1,0,0,5,7,0,4,12,4,1,0,1,34,13,13,50.0
Rennes,Ismaël Koné,ca CAN,MF,22.0,5.3,1,0,0,8,8,0,2,4,6,0,1,0,19,2,0,100.0
Rennes,Mahamadou Nagida,cm CMR,DF,19.0,4.8,1,0,0,5,12,0,29,9,6,0,0,0,37,5,11,31.3
Rennes,Jota,pt POR,FW,25.0,3.7,0,0,0,3,2,3,16,3,2,0,0,0,11,1,1,50.0
Rennes,Kazeem Olaigbe,be BEL,MF,21.0,3.4,0,0,0,6,1,2,10,0,4,0,0,0,13,0,1,0.0
Rennes,Carlos Gómez,co COL,MF,21.0,4.2,1,0,0,11,2,2,19,2,6,0,0,0,16,2,6,25.0
Rennes,Kyogo Furuhashi,jp JPN,FW,29.0,1.4,0,0,0,4,2,0,0,0,2,0,0,0,1,1,2,33.3
Rennes,Benjamin Bourigeaud,fr FRA,MF,30.0,0.9,0,0,0,0,0,0,6,2,0,0,0,0,4,2,2,50.0
Rennes,Henrik Meister,dk DEN,FW,20.0,0.7,0,0,0,3,1,0,0,1,0,0,0,0,7,2,3,40.0
Rennes,Naouirou Ahamada,fr FRA,MF,22.0,0.6,0,0,0,1,0,0,1,2,0,0,0,0,7,0,1,0.0
Rennes,Gauthier Gallon,fr FRA,GK,31.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rennes,Ayanda Sishuba,be BEL,FW,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nantes,Matthis Abline,fr FRA,FW,21.0,31.0,3,0,0,34,53,5,30,4,5,0,0,0,83,64,76,45.7
Nantes,Moses Simon,ng NGA,FW,29.0,29.2,2,0,0,11,51,9,222,12,14,1,0,0,118,10,38,20.8
Nantes,Jean-Charles Castelletto,cm CMR,DF,29.0,29.1,5,1,0,34,15,0,9,25,17,0,3,1,91,51,27,65.4
Nantes,Pedro Chirivella,es ESP,MF,27.0,26.3,6,0,0,25,16,0,19,19,29,0,0,0,116,10,14,41.7
Nantes,Douglas,br BRA,MF,27.0,25.7,8,0,0,42,36,0,10,32,42,0,1,0,111,23,35,39.7
Nantes,Kelvin Amian,fr FRA,DF,26.0,24.1,5,0,0,23,11,1,37,13,31,0,0,0,54,21,21,50.0
Nantes,Johann Lepenant,fr FRA,MF,21.0,22.9,3,0,0,51,38,1,16,18,33,0,0,0,89,20,18,52.6
Nantes,Nicolas Cozza,fr FRA,DF,25.0,22.8,3,1,0,14,12,2,27,25,41,1,0,0,62,15,16,48.4
Nantes,Nicolas Pallois,fr FRA,DF,36.0,22.5,9,0,0,22,11,0,7,28,27,0,1,1,96,20,16,55.6
Nantes,Anthony Lopes,pt POR,GK,33.0,17.4,2,0,0,1,7,0,0,1,0,0,1,0,11,2,1,66.7
Nantes,Nathan Zeze,fr FRA,DF,19.0,16.8,6,0,0,17,17,0,1,23,22,0,0,0,63,28,25,52.8
Nantes,Sorba Thomas,wls WAL,FW,24.0,14.8,3,0,0,13,17,2,130,9,6,0,0,0,66,7,17,29.2
Nantes,Alban Lafont,fr FRA,GK,25.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,11,5,0,100.0
Nantes,Mostafa Mohamed,eg EGY,FW,26.0,14.0,3,0,0,32,36,5,4,10,9,1,0,0,50,57,49,53.8
Nantes,Marcus Coco,fr FRA,DF,28.0,10.6,3,2,0,30,17,0,28,11,21,0,0,0,42,17,13,56.7
Nantes,Saidou Sow,gn GUI,DF,22.0,8.9,1,0,0,7,5,0,0,13,11,0,2,0,32,13,18,41.9
Nantes,Louis Leroux,fr FRA,MF,18.0,9.1,1,0,0,10,12,0,6,8,18,0,0,0,43,4,5,44.4
Nantes,Jean-Kevin Duverne,ht HAI,DF,27.0,6.0,2,0,0,14,6,0,9,8,12,0,0,0,20,9,3,75.0
Nantes,Tino Kadewere,zw ZIM,MF,28.0,5.8,1,0,0,6,3,2,2,6,8,0,0,0,34,15,12,55.6
Nantes,Patrik Carlgren,se SWE,GK,32.0,4.6,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0.0
Nantes,Fabien Centonze,fr FRA,DF,28.0,3.0,0,0,0,2,2,1,11,2,4,0,0,1,8,6,4,60.0
Nantes,Florent Mollet,fr FRA,MF,32.0,2.7,1,0,0,2,3,1,13,1,2,0,0,0,13,1,4,20.0
Nantes,Francis Coquelin,fr FRA,MF,33.0,2.5,1,0,0,7,1,0,0,6,5,0,0,0,8,3,0,100.0
Nantes,Bahereba Guirassy,fr FRA,FW,17.0,3.9,0,0,0,3,2,0,7,1,8,0,0,0,22,7,10,41.2
Nantes,Jean-Philippe Gbamin,ci CIV,MF,28.0,2.4,1,0,0,3,6,0,0,3,1,0,0,0,13,7,3,70.0
Nantes,Ignatius Ganago,cm CMR,FW,25.0,2.7,1,0,0,2,3,2,3,4,1,0,0,0,7,4,7,36.4
Nantes,Meschak Elia,cd COD,FW,26.0,1.9,0,0,0,7,2,0,14,0,5,0,0,0,14,2,3,40.0
Nantes,Dehmaine Assoumani,fr FRA,MF,19.0,1.1,0,0,0,1,4,0,6,1,3,0,0,0,8,2,3,40.0
Nantes,Plamedi Nsingi,,MF,23.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,100.0
Nantes,Sékou Doucoure,fr FRA,DF,19.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Angers,Jordan Lefort,fr FRA,DF,30.0,34.0,3,0,0,14,15,1,12,32,30,0,1,0,110,40,28,58.8
Angers,Yahia Fofana,ci CIV,GK,23.0,33.0,4,0,0,0,11,0,0,1,0,0,0,0,36,6,3,66.7
Angers,Himad Abdelli,dz ALG,MF,24.0,31.7,4,0,0,48,32,3,44,26,32,0,0,0,193,13,20,39.4
Angers,Florent Hanin,dz ALG,DF,34.0,29.8,2,0,0,16,35,1,107,47,48,0,0,0,132,15,28,34.9
Angers,Jean-Eudes Aholou,ci CIV,MF,30.0,22.0,7,0,0,50,25,1,2,33,36,0,0,0,100,38,23,62.3
Angers,Carlens Arcus,ht HAI,DF,28.0,22.9,3,0,0,38,21,1,55,27,35,0,0,0,81,31,25,55.4
Angers,Jim Allevinah,ga GAB,FW,29.0,19.7,3,0,0,18,25,10,34,12,11,1,0,0,88,10,24,29.4
Angers,Farid El Melali,dz ALG,FW,27.0,21.2,1,0,0,21,46,8,87,16,16,3,0,0,100,6,21,22.2
Angers,Haris Belkebla,dz ALG,MF,30.0,20.0,1,0,0,18,32,1,3,35,38,0,0,0,90,8,21,27.6
Angers,Esteban Lepaul,fr FRA,FW,24.0,18.2,2,0,0,16,17,16,15,4,6,0,0,0,45,35,47,42.7
Angers,Yassin Belkhdim,fr FRA,MF,22.0,17.0,4,0,0,28,15,2,16,21,27,0,0,0,74,5,15,25.0
Angers,Abdoulaye Bamba,ci CIV,DF,34.0,16.8,2,0,0,10,7,0,5,19,12,0,0,0,47,11,17,39.3
Angers,Emmanuel Biumla,fr FRA,DF,19.0,14.8,2,0,0,7,10,0,0,8,12,0,1,0,37,16,12,57.1
Angers,Lilian Raolisoa,fr FRA,DF,24.0,14.7,1,2,0,16,9,3,77,15,24,0,1,0,76,15,11,57.7
Angers,Ibrahima Niane,sn SEN,FW,25.0,10.5,0,0,0,15,30,9,2,2,3,1,0,0,32,26,37,41.3
Angers,Zinedine Ferhat,dz ALG,FW,31.0,9.5,1,0,0,11,15,2,68,10,7,0,0,0,47,17,20,45.9
Angers,Jacques Ekomie,ga GAB,DF,20.0,7.8,1,0,0,11,21,1,23,4,14,0,0,0,33,11,13,45.8
Angers,Bamba Dieng,sn SEN,FW,24.0,5.9,1,0,0,9,13,4,5,0,1,1,0,0,5,9,24,27.3
Angers,Zinédine Ould Khaled,fr FRA,MF,24.0,3.8,1,0,0,8,4,0,0,2,7,0,0,0,17,1,7,12.5
Angers,Pierrick Capelle,fr FRA,MF,37.0,5.4,4,0,0,12,3,1,10,11,17,0,0,0,28,3,5,37.5
Angers,Sidiki Cherif,fr FRA,FW,17.0,3.6,0,0,0,4,8,5,4,0,5,0,0,0,10,3,16,15.8
Angers,Marius Courcoul,fr FRA,MF,17.0,3.5,0,0,0,4,2,0,4,5,2,0,1,0,12,4,1,80.0
Angers,Cédric Hountondji,bj BEN,DF,30.0,3.0,0,0,0,2,1,0,0,4,4,0,0,0,9,5,3,62.5
Angers,Ousmane Camara,fr FRA,DF,21.0,2.8,1,0,0,1,0,0,0,0,3,0,0,0,6,4,3,57.1
Angers,Melvin Zinga,fr FRA,GK,22.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
Angers,Enzo Caumont,fr FRA,MF,20.0,0.4,1,0,0,1,0,0,0,1,1,0,0,0,2,1,1,50.0
Angers,Justin-Noël Kalumba,fr FRA,FW,19.0,0.3,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,
Angers,Prosper Peter,ng NGA,MF,16.0,0.3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0.0
Angers,Lois Diony,fr FRA,FW,31.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Angers,Lanroy Machine,fr FRA,FW,18.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
Le Havre,Gautier Lloris,fr FRA,DF,29.0,30.8,5,0,0,31,7,2,3,34,43,0,2,0,100,64,34,65.3
Le Havre,Loïc Nego,hu HUN,DF,33.0,27.4,4,0,0,27,28,5,75,29,35,0,0,0,111,19,15,55.9
Le Havre,Abdoulaye Touré,gn GUI,MF,30.0,25.9,5,0,0,30,45,1,11,34,34,1,0,0,160,30,19,61.2
