Team,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Lyon,Nicolás Tagliafico,ar ARG,DF,31.0,21.2,3,28,7,25.0,1.32,0.33,0.11,0.43,14.2,0,0,0,3.0,3.0,0.11,0.0,0.0
Lyon,Ainsley Maitland-Niles,eng ENG,DF,26.0,22.1,1,22,7,31.8,1.0,0.32,0.05,0.14,16.0,0,0,0,2.9,2.9,0.13,-1.9,-1.9
Lyon,Jordan Veretout,fr FRA,MF,31.0,17.4,2,21,9,42.9,1.21,0.52,0.1,0.22,18.5,0,0,0,1.9,1.9,0.09,0.1,0.1
Lyon,Duje Ćaleta-Car,hr CRO,DF,27.0,17.6,1,11,1,9.1,0.62,0.06,0.09,1.0,9.8,0,0,0,2.1,2.1,0.19,-1.1,-1.1
Lyon,Malick Fofana,be BEL,FW,19.0,17.8,5,31,15,48.4,1.74,0.84,0.16,0.33,15.0,0,0,0,3.8,3.8,0.12,1.2,1.2
Lyon,Georges Mikautadze,ge GEO,FW,23.0,16.2,11,52,22,42.3,3.22,1.36,0.15,0.36,14.1,0,3,4,10.3,7.0,0.14,0.7,1.0
Lyon,Tanner Tessmann,us USA,MF,22.0,13.8,1,18,10,55.6,1.31,0.73,0.06,0.1,22.2,0,0,0,1.0,1.0,0.05,0.0,0.0
Lyon,Ernest Nuamah,gh GHA,FW,20.0,11.8,3,28,13,46.4,2.37,1.1,0.11,0.23,17.3,0,0,0,2.2,2.2,0.08,0.8,0.8
Lyon,Abner,br BRA,DF,24.0,12.2,1,7,3,42.9,0.57,0.25,0.14,0.33,17.7,0,0,0,0.6,0.6,0.08,0.4,0.4
Lyon,Sael Kumbedi,fr FRA,DF,19.0,10.6,0,4,2,50.0,0.38,0.19,0.0,0.0,14.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Lyon,Thiago Almada,ar ARG,MF,23.0,10.6,1,23,5,21.7,2.17,0.47,0.04,0.2,20.5,1,0,0,2.0,2.0,0.09,-1.0,-1.0
Lyon,Saïd Benrahma,dz ALG,FW,28.0,8.2,1,17,4,23.5,2.06,0.49,0.06,0.25,20.2,1,0,0,2.0,2.0,0.12,-1.0,-1.0
Lyon,Maxence Caqueret,fr FRA,MF,24.0,6.4,0,7,1,14.3,1.1,0.16,0.0,0.0,21.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Lyon,Gift Orban,ng NGA,"FW,DF",22.0,2.1,2,4,3,75.0,1.93,1.44,0.5,0.67,8.7,0,0,0,1.2,1.2,0.3,0.8,0.8
Lyon,Rémy Descamps,fr FRA,GK,28.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lyon,Wilfried Zaha,ci CIV,FW,31.0,0.8,0,1,1,100.0,1.22,1.22,0.0,0.0,17.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Lyon,Orel Mangala,be BEL,MF,26.0,0.8,0,1,0,0.0,1.32,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Lyon,Mama Samba Baldé,gw GNB,FW,28.0,0.4,0,1,0,0.0,2.73,0.0,0.0,,8.7,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Lyon,Alejandro Rodriguez,pt POR,MF,16.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lyon,Paul Akouokou,ci CIV,MF,26.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lyon,Mahamadou Diawara,fr FRA,MF,19.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lyon,Warmed Omari,km COM,DF,24.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lyon,Téo Barisic,fr FRA,DF,19.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lyon,Adryelson,br BRA,DF,26.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Strasbourg,Andrey Santos,br BRA,MF,20.0,31.7,10,46,16,34.8,1.45,0.5,0.22,0.63,16.2,0,0,0,5.1,5.1,0.11,4.9,4.9
Strasbourg,Đorđe Petrović,rs SRB,GK,24.0,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Strasbourg,Ismaël Doukouré,fr FRA,DF,21.0,29.4,1,3,1,33.3,0.1,0.03,0.33,1.0,13.4,0,0,0,0.6,0.6,0.19,0.4,0.4
Strasbourg,Guela Doué,ci CIV,DF,21.0,30.2,1,18,6,33.3,0.6,0.2,0.06,0.17,14.4,0,0,0,0.8,0.8,0.05,0.2,0.2
Strasbourg,Diego Moreira,pt POR,DF,19.0,28.7,2,25,8,32.0,0.87,0.28,0.08,0.25,16.0,1,0,0,2.0,2.0,0.08,0.0,0.0
Strasbourg,Dilane Bakwa,fr FRA,MF,21.0,27.9,6,52,22,42.3,1.86,0.79,0.12,0.27,21.3,6,0,0,4.7,4.7,0.09,1.3,1.3
Strasbourg,Mamadou Sarr,fr FRA,DF,18.0,26.3,0,5,0,0.0,0.19,0.0,0.0,,6.7,0,0,0,0.8,0.8,0.16,-0.8,-0.8
Strasbourg,Habib Diarra,sn SEN,MF,20.0,26.2,4,25,10,40.0,0.95,0.38,0.08,0.2,20.2,1,2,2,3.3,1.8,0.07,0.7,0.2
Strasbourg,Emanuel Emegha,nl NED,FW,21.0,25.6,14,61,35,57.4,2.38,1.37,0.23,0.4,12.5,0,0,0,17.0,17.0,0.28,-3.0,-3.0
Strasbourg,Sebastian Nanasi,se SWE,MF,22.0,23.7,6,28,12,42.9,1.18,0.51,0.21,0.5,12.4,1,0,0,6.5,6.5,0.23,-0.5,-0.5
Strasbourg,Félix Lemaréchal,fr FRA,MF,20.0,19.9,4,25,9,36.0,1.26,0.45,0.16,0.44,14.4,0,0,0,3.5,3.5,0.14,0.5,0.5
Strasbourg,Valentín Barco,ar ARG,MF,20.0,13.0,0,10,1,10.0,0.77,0.08,0.0,0.0,22.9,1,0,0,0.5,0.5,0.05,-0.5,-0.5
Strasbourg,Saidou Sow,gn GUI,DF,22.0,11.3,0,4,1,25.0,0.35,0.09,0.0,0.0,10.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Strasbourg,Abakar Sylla,ci CIV,DF,21.0,10.6,1,5,1,20.0,0.47,0.09,0.2,1.0,9.0,0,0,0,0.4,0.4,0.08,0.6,0.6
Strasbourg,Sekou Mara,fr FRA,FW,22.0,8.6,1,19,5,26.3,2.22,0.58,0.05,0.2,16.2,0,0,0,2.0,2.0,0.11,-1.0,-1.0
Strasbourg,Andrew Omobamidele,ie IRL,DF,22.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Strasbourg,Guimissongui Ouattara,fr FRA,DF,18.0,5.3,1,5,2,40.0,0.95,0.38,0.2,0.5,21.0,0,0,0,0.3,0.3,0.07,0.7,0.7
Strasbourg,Samuel Amo-Ameyaw,eng ENG,DF,18.0,3.6,2,9,7,77.8,2.51,1.95,0.22,0.29,17.0,0,0,0,0.7,0.7,0.08,1.3,1.3
Strasbourg,Karl-Johan Johnsson,se SWE,GK,34.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Strasbourg,Caleb Wiley,us USA,DF,19.0,3.0,0,1,0,0.0,0.34,0.0,0.0,,27.3,0,0,0,0.0,0.0,0.03,0.0,0.0
Strasbourg,Junior Mwanga,fr FRA,MF,21.0,3.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Strasbourg,Marvin Senaya,tg TOG,DF,23.0,2.5,0,1,0,0.0,0.4,0.0,0.0,,22.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Strasbourg,Jérémy Sebas,mq MTQ,FW,21.0,2.1,0,6,2,33.3,2.83,0.94,0.0,0.0,15.6,0,0,0,0.7,0.7,0.12,-0.7,-0.7
Strasbourg,Pape Daouda Diongue,sn SEN,MF,nan,0.9,1,5,2,40.0,5.77,2.31,0.2,0.5,11.5,0,0,0,1.0,1.0,0.2,0.0,0.0
Strasbourg,Eduard Sobol,ua UKR,DF,29.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Strasbourg,Óscar Perea,co COL,MF,18.0,0.2,0,1,0,0.0,6.43,0.0,0.0,,29.8,0,0,0,0.0,0.0,0.01,0.0,0.0
Strasbourg,Milos Lukovic,rs SRB,FW,18.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Strasbourg,Nordine Kandil,fr FRA,MF,22.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Strasbourg,Thomas Delaine,fr FRA,DF,32.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Strasbourg,Karol Fila,pl POL,MF,26.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lens,Adrien Thomasson,fr FRA,MF,30.0,29.2,3,41,11,26.8,1.4,0.38,0.07,0.27,14.3,0,0,0,5.9,5.9,0.15,-2.9,-2.9
Lens,Facundo Medina,ar ARG,DF,25.0,28.3,0,27,3,11.1,0.95,0.11,0.0,0.0,18.3,0,0,0,1.8,1.8,0.07,-1.8,-1.8
Lens,Andy Diouf,fr FRA,MF,21.0,24.9,1,40,5,12.5,1.61,0.2,0.03,0.2,20.0,0,0,0,2.9,2.9,0.07,-1.9,-1.9
Lens,Jonathan Gradit,fr FRA,DF,31.0,23.5,0,16,4,25.0,0.68,0.17,0.0,0.0,17.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8
Lens,Florian Sotoca,fr FRA,FW,33.0,20.1,1,47,18,38.3,2.34,0.9,0.02,0.06,14.7,0,0,0,4.6,4.6,0.1,-3.6,-3.6
Lens,Deiver Machado,co COL,DF,30.0,20.1,1,23,5,21.7,1.14,0.25,0.04,0.2,19.2,1,0,0,2.3,2.3,0.1,-1.3,-1.3
Lens,Neil El Aynaoui,fr FRA,MF,23.0,17.7,8,16,7,43.8,0.9,0.4,0.31,0.71,20.4,1,3,3,4.0,1.6,0.1,4.0,3.4
Lens,M'Bala Nzola,ao ANG,FW,27.0,16.3,6,47,18,38.3,2.88,1.1,0.13,0.33,12.1,0,0,0,8.6,8.6,0.19,-2.6,-2.6
Lens,Anass Zaroury,ma MAR,FW,23.0,15.7,2,35,12,34.3,2.22,0.76,0.06,0.17,22.4,0,0,0,1.7,1.7,0.05,0.3,0.3
Lens,Przemysław Frankowski,pl POL,DF,29.0,15.4,4,14,5,35.7,0.91,0.32,0.14,0.4,21.9,1,2,2,2.3,0.7,0.05,1.7,1.3
Lens,Malang Sarr,fr FRA,DF,25.0,15.4,0,6,1,16.7,0.39,0.06,0.0,0.0,16.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Lens,Brice Samba,fr FRA,GK,30.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lens,Mathew Ryan,au AUS,GK,32.0,14.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lens,Ruben Aguilar,fr FRA,DF,31.0,12.6,1,11,3,27.3,0.87,0.24,0.09,0.33,16.0,0,0,0,0.8,0.8,0.07,0.2,0.2
Lens,Kevin Danso,at AUT,DF,25.0,12.0,0,10,2,20.0,0.83,0.17,0.0,0.0,13.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Lens,Goduine Koyalipou,cf CTA,FW,24.0,10.0,4,42,14,33.3,4.22,1.41,0.1,0.29,14.3,0,0,0,4.8,4.8,0.12,-0.8,-0.8
Lens,Angelo Fulgini,fr FRA,MF,27.0,11.7,1,26,9,34.6,2.22,0.77,0.04,0.11,17.9,2,0,0,2.4,2.4,0.09,-1.4,-1.4
Lens,Abdukodir Khusanov,uz UZB,DF,20.0,10.8,0,6,4,66.7,0.55,0.37,0.0,0.0,24.6,2,0,0,0.2,0.2,0.04,-0.2,-0.2
Lens,Wesley Saïd,fr FRA,FW,29.0,10.2,3,17,7,41.2,1.67,0.69,0.18,0.43,11.2,0,0,0,3.2,3.2,0.19,-0.2,-0.2
Lens,Juma Bah,sl SLE,DF,18.0,7.6,0,2,1,50.0,0.26,0.13,0.0,0.0,10.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Lens,Jhoanner Chávez,ec ECU,DF,22.0,6.7,1,5,3,60.0,0.75,0.45,0.2,0.33,16.4,0,0,0,0.3,0.3,0.06,0.7,0.7
Lens,Nampalys Mendy,sn SEN,MF,32.0,6.6,0,3,0,0.0,0.46,0.0,0.0,,23.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Lens,Rémy Labeau Lascary,gp GLP,FW,21.0,7.1,2,14,5,35.7,1.96,0.7,0.14,0.4,13.2,0,0,0,2.5,2.5,0.18,-0.5,-0.5
Lens,Hervé Koffi,bf BFA,GK,27.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lens,David Costa,pt POR,MF,23.0,3.9,0,9,2,22.2,2.28,0.51,0.0,0.0,18.0,0,0,0,1.2,1.2,0.13,-1.2,-1.2
Lens,Tom Pouilly,fr FRA,DF,21.0,3.1,0,5,2,40.0,1.64,0.65,0.0,0.0,18.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Lens,Kyllian Antonio,fr FRA,DF,16.0,1.6,0,1,0,0.0,0.64,0.0,0.0,,18.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Lens,Hamzat Ojediran,ng NGA,MF,20.0,4.6,1,10,3,30.0,2.16,0.65,0.1,0.33,22.1,0,0,0,0.6,0.6,0.06,0.4,0.4
Lens,Jeremy Agbonifo,se SWE,FW,18.0,3.3,1,6,4,66.7,1.8,1.2,0.17,0.25,14.1,0,0,0,0.7,0.7,0.11,0.3,0.3
Lens,Martin Satriano,uy URU,"FW,DF",23.0,1.0,0,5,0,0.0,5.11,0.0,0.0,,13.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Lens,Rayan Fofana,fr FRA,FW,18.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lens,Gabin Capuano,fr FRA,FW,18.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lens,Kembo Diliwidi,fr FRA,DF,18.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Brest,Marco Bizot,nl NED,GK,33.0,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Brest,Mahdi Camara,fr FRA,MF,26.0,29.7,5,49,19,38.8,1.65,0.64,0.1,0.26,16.6,0,0,0,4.1,4.1,0.08,0.9,0.9
Brest,Kenny Lala,mg MAD,DF,32.0,29.8,3,9,4,44.4,0.3,0.13,0.0,0.0,26.8,2,3,3,3.0,0.6,0.07,0.0,-0.6
Brest,Ludovic Ajorque,fr FRA,FW,30.0,27.9,13,53,25,47.2,1.9,0.9,0.25,0.52,12.1,0,0,1,10.4,9.6,0.18,2.6,3.4
Brest,Brendan Chardonnet,fr FRA,DF,29.0,26.9,1,14,1,7.1,0.52,0.04,0.07,1.0,13.1,0,0,0,0.8,0.8,0.06,0.2,0.2
Brest,Hugo Magnetti,fr FRA,MF,26.0,26.0,1,19,6,31.6,0.73,0.23,0.05,0.17,25.3,0,0,0,0.8,0.8,0.04,0.2,0.2
Brest,Massadio Haïdara,ml MLI,DF,31.0,18.7,0,10,1,10.0,0.54,0.05,0.0,0.0,20.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Brest,Abdoulaye Niakhate Ndiaye,sn SEN,DF,22.0,19.0,1,11,2,18.2,0.58,0.11,0.09,0.5,9.1,0,0,0,1.0,1.0,0.09,0.0,0.0
Brest,Mathias Pereira Lage,pt POR,FW,27.0,17.6,2,36,15,41.7,2.05,0.85,0.06,0.13,17.2,3,0,0,3.3,3.3,0.09,-1.3,-1.3
Brest,Pierre Lees-Melou,fr FRA,MF,31.0,17.0,2,22,8,36.4,1.29,0.47,0.09,0.25,22.8,0,0,0,1.3,1.3,0.06,0.7,0.7
Brest,Julien Le Cardinal,fr FRA,DF,26.0,15.3,0,10,3,30.0,0.65,0.2,0.0,0.0,11.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Brest,Romain Del Castillo,fr FRA,FW,28.0,14.1,6,17,8,47.1,1.2,0.57,0.18,0.38,19.7,0,3,4,4.7,1.5,0.09,1.3,1.5
Brest,Abdallah Sima,sn SEN,FW,23.0,13.9,7,37,18,48.6,2.66,1.3,0.19,0.39,13.1,0,0,0,5.9,5.9,0.16,1.1,1.1
Brest,Kamory Doumbia,ml MLI,MF,21.0,14.8,3,22,10,45.5,1.48,0.67,0.14,0.3,16.7,1,0,0,2.7,2.7,0.13,0.3,0.3
Brest,Mama Samba Baldé,gw GNB,FW,28.0,12.9,2,29,8,27.6,2.25,0.62,0.07,0.25,15.8,0,0,0,3.0,3.0,0.1,-1.0,-1.0
Brest,Edimilson Fernandes,ch SUI,MF,28.0,12.3,0,10,2,20.0,0.81,0.16,0.0,0.0,24.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Brest,Romain Faivre,fr FRA,MF,26.0,10.1,3,18,9,50.0,1.78,0.89,0.11,0.22,16.9,0,1,1,2.6,1.8,0.11,0.4,0.2
Brest,Jordan Amavi,fr FRA,DF,30.0,8.8,0,8,3,37.5,0.91,0.34,0.0,0.0,25.0,1,0,0,0.3,0.3,0.03,-0.3,-0.3
Brest,Luc Zogbé,ci CIV,DF,19.0,7.1,0,8,1,12.5,1.13,0.14,0.0,0.0,23.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Brest,Jonas Martin,fr FRA,MF,34.0,5.6,1,3,1,33.3,0.54,0.18,0.33,1.0,8.7,0,0,0,0.4,0.4,0.14,0.6,0.6
Brest,Soumaïla Coulibaly,fr FRA,DF,20.0,4.9,0,4,0,0.0,0.82,0.0,0.0,,12.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Brest,Ibrahim Salah,ma MAR,FW,22.0,4.0,1,13,4,30.8,3.24,1.0,0.08,0.25,19.7,0,0,0,0.6,0.6,0.04,0.4,0.4
Brest,Grégoire Coudert,fr FRA,GK,25.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Brest,Justin Bourgault,fr FRA,DF,18.0,1.4,1,2,1,50.0,1.46,0.73,0.5,1.0,26.2,0,0,0,0.1,0.1,0.04,0.9,0.9
Brest,Jérémy Le Douaron,fr FRA,FW,26.0,1.1,0,2,1,50.0,1.76,0.88,0.0,0.0,11.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Brest,Bradley Locko,fr FRA,DF,22.0,1.1,0,1,0,0.0,0.92,0.0,0.0,,18.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Brest,Hamidou Makalou,ml MLI,FW,18.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Brest,Axel Camblan,fr FRA,MF,20.0,0.3,0,1,0,0.0,3.46,0.0,0.0,,16.0,0,0,0,0.0,0.0,0.05,0.0,0.0
Brest,Hianga Mananga Mbock,fr FRA,MF,24.0,0.2,0,1,1,100.0,4.29,4.29,0.0,0.0,36.4,0,0,0,0.0,0.0,0.02,0.0,0.0
Brest,Sérigné Diop,sn SEN,FW,19.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Toulouse,Cristian Cásseres Jr.,ve VEN,MF,24.0,30.1,1,17,5,29.4,0.57,0.17,0.06,0.2,21.3,2,0,0,1.0,1.0,0.06,0.0,0.0
Toulouse,Aron Dønnum,no NOR,DF,26.0,30.0,2,31,5,16.1,1.03,0.17,0.06,0.4,19.7,0,0,0,2.1,2.1,0.07,-0.1,-0.1
Toulouse,Charlie Cresswell,eng ENG,DF,21.0,28.8,3,32,13,40.6,1.11,0.45,0.09,0.23,9.5,0,0,0,3.3,3.3,0.1,-0.3,-0.3
Toulouse,Guillaume Restes,fr FRA,GK,19.0,28.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Toulouse,Mark McKenzie,us USA,DF,25.0,27.7,1,8,2,25.0,0.29,0.07,0.13,0.5,11.2,0,0,0,1.4,1.4,0.17,-0.4,-0.4
Toulouse,Vincent Sierro,ch SUI,MF,28.0,26.8,5,30,7,23.3,1.12,0.26,0.1,0.43,20.6,2,2,2,4.2,2.7,0.09,0.8,0.3
Toulouse,Yann Gboho,fr FRA,MF,23.0,26.1,5,50,26,52.0,1.92,1.0,0.1,0.19,15.8,0,0,0,5.4,5.4,0.11,-0.4,-0.4
Toulouse,Djibril Sidibé,fr FRA,DF,32.0,23.4,0,5,1,20.0,0.21,0.04,0.0,0.0,12.8,1,0,0,0.4,0.4,0.08,-0.4,-0.4
Toulouse,Gabriel Suazo,cl CHI,DF,26.0,24.1,0,7,4,57.1,0.29,0.17,0.0,0.0,17.1,2,0,0,0.8,0.8,0.12,-0.8,-0.8
Toulouse,Zakaria Aboukhlal,ma MAR,MF,24.0,21.3,7,62,26,41.9,2.92,1.22,0.1,0.23,14.6,0,1,2,10.2,8.6,0.14,-3.2,-2.6
Toulouse,Joshua King,no NOR,FW,32.0,18.8,6,50,20,40.0,2.67,1.07,0.12,0.3,15.3,0,0,0,6.6,6.6,0.13,-0.6,-0.6
Toulouse,Frank Magri,cm CMR,FW,24.0,17.0,5,44,18,40.9,2.6,1.06,0.11,0.28,12.4,0,0,0,6.0,6.0,0.14,-1.0,-1.0
Toulouse,Jaydee Canvot,fr FRA,DF,18.0,12.3,0,5,1,20.0,0.41,0.08,0.0,0.0,14.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Toulouse,Shavy Babicka,ga GAB,MF,24.0,13.3,4,20,9,45.0,1.51,0.68,0.2,0.44,14.6,0,0,0,3.9,3.9,0.2,0.1,0.1
Toulouse,Waren Kamanzi,no NOR,DF,23.0,11.4,1,7,2,28.6,0.61,0.17,0.14,0.5,12.3,0,0,0,1.3,1.3,0.18,-0.3,-0.3
Toulouse,Rasmus Nicolaisen,dk DEN,DF,27.0,6.9,0,5,0,0.0,0.72,0.0,0.0,,8.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Toulouse,Ümit Akdag,ro ROU,DF,20.0,5.6,0,2,0,0.0,0.36,0.0,0.0,,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Toulouse,Kjetil Haug,no NOR,GK,26.0,5.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Toulouse,Rafik Messali,fr FRA,DF,21.0,5.1,0,4,0,0.0,0.78,0.0,0.0,,15.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Toulouse,Denis Genreau,au AUS,MF,25.0,2.5,0,6,0,0.0,2.41,0.0,0.0,,21.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Toulouse,Niklas Schmidt,de GER,MF,26.0,2.3,0,3,1,33.3,1.3,0.43,0.0,0.0,25.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Toulouse,Miha Zajc,si SVN,MF,30.0,2.9,0,6,2,33.3,2.05,0.68,0.0,0.0,22.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Toulouse,Noah Edjouma,fr FRA,MF,18.0,1.9,2,5,3,60.0,2.63,1.58,0.4,0.67,10.2,0,0,0,1.3,1.3,0.26,0.7,0.7
Toulouse,Logan Costa,cv CPV,DF,23.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Toulouse,Álex Domínguez,es ESP,GK,26.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Toulouse,Edhy Zuliani,fr FRA,DF,19.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Toulouse,Naatan Skyttä,fi FIN,FW,22.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Auxerre,Donovan Léon,gf GUF,GK,31.0,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Auxerre,Gaëtan Perrin,fr FRA,MF,28.0,30.1,10,59,26,44.1,1.96,0.86,0.17,0.38,19.2,5,0,0,6.1,6.1,0.1,3.9,3.9
Auxerre,Jubal,br BRA,DF,30.0,29.4,6,26,7,26.9,0.89,0.24,0.12,0.43,17.6,2,3,4,5.2,2.0,0.08,0.8,1.0
Auxerre,Clément Akpa,ci CIV,DF,22.0,27.7,0,6,1,16.7,0.22,0.04,0.0,0.0,15.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Auxerre,Elisha Owusu,gh GHA,MF,26.0,26.2,1,7,3,42.9,0.27,0.11,0.14,0.33,24.5,0,0,0,0.4,0.4,0.05,0.6,0.6
Auxerre,Gideon Mensah,gh GHA,DF,26.0,25.4,0,4,1,25.0,0.16,0.04,0.0,0.0,21.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Auxerre,Ki-Jana Hoever,nl NED,DF,22.0,23.8,1,10,5,50.0,0.42,0.21,0.1,0.2,21.1,0,0,0,0.5,0.5,0.05,0.5,0.5
Auxerre,Hamed Junior Traorè,ci CIV,MF,24.0,23.4,10,68,27,39.7,2.9,1.15,0.15,0.37,19.1,2,0,0,7.9,7.9,0.12,2.1,2.1
Auxerre,Lassine Sinayoko,ml MLI,FW,24.0,25.7,5,60,16,26.7,2.33,0.62,0.07,0.25,16.1,0,1,1,6.5,5.7,0.1,-1.5,-1.7
Auxerre,Sinaly Diomande,ci CIV,DF,23.0,21.6,3,9,4,44.4,0.42,0.18,0.33,0.75,15.0,0,0,0,1.1,1.1,0.13,1.9,1.9
Auxerre,Gabriel Osho,ng NGA,DF,25.0,18.4,1,7,3,42.9,0.38,0.16,0.14,0.33,10.1,0,0,0,1.0,1.0,0.14,0.0,0.0
Auxerre,Kévin Danois,fr FRA,MF,20.0,16.3,0,17,3,17.6,1.04,0.18,0.0,0.0,17.4,0,0,0,1.5,1.5,0.09,-1.5,-1.5
Auxerre,Han-Noah Massengo,fr FRA,MF,23.0,11.7,0,6,3,50.0,0.51,0.26,0.0,0.0,17.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Auxerre,Theo Bair,ca CAN,FW,24.0,10.5,2,26,13,50.0,2.47,1.23,0.08,0.15,13.2,0,0,0,3.0,3.0,0.12,-1.0,-1.0
Auxerre,Paul Joly,fr FRA,DF,24.0,11.3,0,10,5,50.0,0.89,0.44,0.0,0.0,16.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Auxerre,Ado Onaiwu,jp JPN,MF,28.0,10.7,4,23,14,60.9,2.15,1.31,0.17,0.29,13.9,0,0,0,4.0,4.0,0.18,0.0,0.0
Auxerre,Rayan Raveloson,mg MAD,MF,27.0,8.1,1,16,5,31.3,1.98,0.62,0.06,0.2,21.6,1,0,0,0.8,0.8,0.05,0.2,0.2
Auxerre,Assane Dioussé,sn SEN,MF,26.0,7.4,0,3,2,66.7,0.4,0.27,0.0,0.0,27.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Auxerre,Florian Ayé,fr FRA,FW,27.0,6.4,2,12,3,25.0,1.87,0.47,0.17,0.67,13.1,0,0,0,1.9,1.9,0.16,0.1,0.1
